Resolution,0,1,2,3,4,5,6,7,8,9,10,11,12,13
A/RES/1278(XIII),0.00034477163,0.00021621246,0.00021056598,0.011277986,0.00028332297,0.12347404,0.46962276,0.07197756,0.01642825,0.00020954976,0.08052073,0.2248323,0.00037590016,0.00022602409
A/RES/58/310,0.00025618015,0.00016063567,0.00015644084,0.9570254,0.00021046361,0.00010308695,0.026743533,0.0001883562,0.013720335,0.00015568585,0.00016758748,0.000665373,0.00027902462,0.000167926
A/RES/S-30/1,0.013573422,0.083851844,1.3088007e-05,1.4174615e-05,1.7610197e-05,0.0008005832,0.008257939,1.5758382e-05,0.021215001,0.71456456,1.4020614e-05,0.015185421,0.13228506,0.010191509
A/RES/2454(XXIII)[A],0.00017035563,0.00010678564,0.53309804,0.00011263013,0.08345981,0.003148948,0.15578598,0.00012521764,0.18381147,0.0001034952,0.000111407826,0.0396687,0.00018553398,0.00011163262
A/RES/59/253,0.00045021545,0.00028226277,0.0002748907,0.00029770838,0.00036986294,0.00018113894,0.034026466,0.012310695,0.18021563,0.0002735641,0.0002944884,0.41090372,0.3598243,0.0002950709
A/RES/56/249,0.00024911563,0.00015624131,0.00015216165,0.99691755,0.00020470917,0.000100267134,0.00046269162,0.00018320713,0.00020841937,0.00015142719,0.00016300876,0.00061628025,0.00027157395,0.00016333221
A/RES/76/40,0.20012565,0.00016559815,0.5903206,0.00017466152,0.00021698268,0.00010627159,0.10419137,0.00019418029,0.00022092376,0.028660487,0.00017276514,0.0006938562,0.07346166,0.0012950201
A/RES/35/200,0.46888635,0.27081004,0.00016172571,0.00017515017,0.00021759402,0.00010656911,0.10463446,0.00019472127,0.00022152966,0.019598141,0.06511606,0.06941549,0.0002885522,0.0001735995
A/RES/99(I),0.0009457659,0.0005931607,0.12124768,0.00062562554,0.00077733,0.00038065758,0.86865175,0.000695556,0.0007913343,0.0005748843,0.0006188285,0.00244623,0.0010310967,0.0006200942
A/RES/1281(XIII),0.00044945037,0.00028182834,0.0002744691,0.00029725305,0.15793724,0.23643294,0.5330478,0.0003304637,0.0003759755,0.0002731436,0.06832339,0.0011919225,0.0004894415,0.00029461714
A/RES/40/84,0.00015992222,0.00010021272,0.82286173,0.0001056968,0.00013135289,6.431066e-05,0.073754266,0.006195701,0.00013368909,9.71247e-05,0.043522414,0.008222249,0.00017416904,0.044477142
A/RES/39/58,0.0003097717,0.00019415068,0.9953346,0.00020477576,0.0002543796,0.00012459491,0.00058092433,0.00022765917,0.00025901746,0.00018816828,0.00020255495,0.001579004,0.00033741668,0.00020296361
A/RES/45/171,0.2535541,0.017845687,9.7039585e-05,0.00010509513,0.00013056833,6.394427e-05,0.00030150614,0.47520763,0.00013294056,9.6571275e-05,0.11250057,0.07845488,0.00017316117,0.061336316
A/RES/71/194,0.7198314,0.07864811,0.00013228071,0.00014326154,0.00017799654,8.716619e-05,0.009018685,0.00015926892,0.0001812277,0.00013164213,0.00014170825,0.04050923,0.150696,0.00014199226
A/RES/72/83,0.10851355,0.0003695142,0.00035986616,0.00038974266,0.0004841649,0.0002371334,0.2903837,0.5734441,0.022450482,0.00035812907,0.00038550585,0.001595581,0.0006422558,0.00038628688
A/RES/44/76,0.00033440505,0.45328295,0.00020403495,0.01929584,0.0002745129,0.00013444875,0.014929336,0.00024566348,0.00027951263,0.00020305002,0.00021857239,0.51001436,0.00036432137,0.00021901404
A/RES/2609(XXIV),0.01049351,0.0025791184,8.5569474e-05,0.122564115,0.1813694,5.638597e-05,0.2889025,0.00010303027,0.07244247,8.5156586e-05,9.166698e-05,0.30611742,0.004205672,0.010904034
A/RES/54/50,0.00048403995,0.0003033585,0.38381225,0.0003199612,0.00039750693,0.00019467817,0.017813725,0.00035572593,0.36649925,0.00029401135,0.02603404,0.06638849,0.13678588,0.00031712654
A/RES/2668(XXV),0.061345045,0.023822071,0.21793742,9.818202e-05,0.06485608,5.9738144e-05,0.11204489,0.03464323,0.32929218,9.021907e-05,9.711648e-05,0.1271236,0.02849289,9.731267e-05
A/RES/65/7,0.0011587141,0.0007262562,0.0007072939,0.00076600735,0.058543418,0.00046606958,0.14189611,0.00085160875,0.00096898037,0.39796218,0.0007576842,0.27969432,0.11474211,0.0007592191
A/RES/70/58,0.00036850708,0.00023103021,0.4296934,0.0002436767,0.00030282984,0.00014826196,0.0006936682,0.0002709032,0.00030826876,0.29010066,0.00024102772,0.117283404,0.07377536,0.08633906
A/RES/57/287A-B,0.00066544494,0.00041712195,0.009085446,0.42011634,0.10498906,0.0002676854,0.0012462275,0.0004891361,0.13528202,0.18177138,0.00043518987,0.14407393,0.0007249644,0.0004360536
A/RES/73/184,0.00014430235,9.033489e-05,8.7975786e-05,0.004191917,0.00011837277,5.797164e-05,0.07428876,0.00010592368,0.010029738,0.57847327,9.424422e-05,0.33206567,0.00015708503,9.4434385e-05
A/RES/593(VI),0.00021481056,0.00013461031,0.00013109493,0.22441423,0.039165564,8.6384855e-05,0.38231418,0.0001578473,0.101890996,0.00013046223,0.00014043538,0.24153641,0.00023393329,0.009449011
A/RES/75/223,0.03221715,0.0007598357,9.0863155e-05,9.8405595e-05,0.0112693515,0.01033994,0.00709899,0.000109404966,0.00012447363,0.009670772,9.73379e-05,0.0211844,0.79993063,0.10700841
A/RES/40/194,0.00018153967,0.000113732065,0.00011076266,0.025541928,0.0036333213,7.2986775e-05,0.07480415,0.00013336306,0.10379792,0.00011022761,0.06064952,0.5576989,0.17303276,0.00011889346
A/RES/2004(XIX),0.00038164912,0.00023928519,0.00023303679,0.27246168,0.17495969,0.1190394,0.24193572,0.033026807,0.0003192349,0.00023191138,0.043376595,0.11312879,0.00041608926,0.00025014486
A/RES/44/231,0.00014926387,9.35799e-05,9.1179354e-05,0.011890994,0.0001226511,6.005401e-05,0.040727578,0.0055118115,0.008864798,9.069645e-05,9.762975e-05,0.36784708,0.52653956,0.037913088
A/RES/3430(XXX),0.00016181992,0.00010140627,9.875838e-05,0.00010695635,0.013161401,0.63042825,0.06384714,0.00011890798,0.00013527762,9.828147e-05,0.29104102,0.00041857563,0.00017621914,0.00010600879
A/RES/60/3,0.32089695,0.284884,0.04962468,0.00015207565,0.00018892752,9.25287e-05,0.00043412732,0.00016907128,0.042867977,0.00013974086,0.018402014,0.23816687,0.043830335,0.0001507273
A/RES/76/4,0.00012941087,8.112201e-05,7.9003665e-05,0.084979296,0.00010629376,5.2059382e-05,0.017576462,0.010916168,0.07009395,7.862239e-05,8.463285e-05,0.14590837,0.66619664,0.0037179263
A/RES/2204(XXI),0.039507404,0.000111570116,0.00010865697,0.00011767678,0.021482158,7.159929e-05,0.39289775,0.00013083189,0.00014885911,0.00010813236,0.00911239,0.4246292,0.00019404858,0.111379735
A/RES/47/6,0.00033181114,0.21859671,0.00020256075,0.00021937801,0.03894894,0.03450674,0.014395471,0.21551019,0.00027748523,0.0336714,0.0002169999,0.25593877,0.18696609,0.00021743355
A/RES/60/19,0.00022646981,0.00014199788,0.00013828975,0.026711581,0.011042263,9.1126116e-05,0.025000632,0.0074035977,0.023939988,0.00013762244,0.00014814352,0.7164183,0.00024674146,0.18835317
A/RES/34/42,0.00012756384,7.997194e-05,7.788331e-05,8.434879e-05,0.0001047834,0.012051388,0.024471672,0.004142915,0.0023266566,7.7507364e-05,0.73748153,0.2187511,0.00013906685,8.3601124e-05
A/RES/1989(XVIII),0.00090967875,0.0005705249,0.00055562815,0.21354139,0.06096118,0.00036613175,0.44363597,0.00066897494,0.0007612024,0.00055294554,0.0005952146,0.27529356,0.0009912502,0.00059641735
A/RES/35/80,0.00015478606,0.08137045,0.013433795,0.0038726341,0.00012706785,6.2227795e-05,0.032617938,0.000113705486,0.00012936843,9.3979084e-05,0.005333,0.738775,0.12381461,0.00010136769
A/RES/71/44,0.0002443744,0.0001531389,0.56577677,0.023589153,0.00020065026,9.8275785e-05,0.069087245,0.00017957037,0.18341461,0.05704251,0.00015976588,0.07651803,0.023375807,0.00016008965
A/RES/33/20,0.0003770187,0.0002361735,0.00023000484,0.0002491022,0.00030945035,0.00015156204,0.06094979,0.29592824,0.00031506823,0.00022889506,0.00024639547,0.5003126,0.14021878,0.00024689097
A/RES/208(III),0.033049606,0.0003408517,0.00033195072,0.00035950565,0.042064883,0.00021873956,0.5573713,0.00039970074,0.00045470535,0.00033034873,0.00035560137,0.3637742,0.00059223064,0.00035632055
A/RES/54/33,0.00020673715,0.00012961484,0.00012623037,0.00013670934,0.00016986324,8.317952e-05,0.00041038348,0.00015198247,0.103596225,0.00012562134,0.00013522415,0.3246127,0.17482859,0.39528695
A/RES/3044(XXVII)[A],0.0065059513,0.00012219869,0.000119007746,0.660784,0.07476717,7.842024e-05,0.13871709,0.00014329361,0.00016302458,0.0001184338,0.00012748675,0.108423635,0.009802505,0.00012774461
A/RES/32/105[N],0.013780437,0.007270102,0.032146353,1.7612814e-05,2.1884305e-05,1.07162305e-05,0.03006901,1.958195e-05,0.039743204,1.6184116e-05,0.79365116,0.07033667,0.0017638901,0.011153138
A/RES/1783(XVII),0.2622656,0.10580915,0.0002046357,0.008507509,0.022630747,0.0001348445,0.18621437,0.12705092,0.012892384,0.00020364771,0.00021921616,0.27328226,0.00036502862,0.0002196615
A/RES/47/80,0.4400137,0.351691,0.020589605,0.0003894222,0.00048374795,0.00023693951,0.0011137892,0.022762848,0.00049250503,0.09756246,0.062215663,0.0014210393,0.0006412752,0.00038597014
A/RES/3417(XXX)[B],0.01706116,0.14047466,0.00011619662,0.18837743,0.11706223,7.656781e-05,0.200514,0.0025896595,0.10545438,0.000115635674,0.00012447592,0.2277014,0.00020747591,0.00012472723
A/RES/2088(XX),0.00015423937,9.669514e-05,9.4170384e-05,0.059314977,0.014150001,6.205346e-05,0.1967845,0.00011338321,0.00012899624,9.3715586e-05,0.00010088021,0.5073118,0.20734306,0.014251541
A/RES/54/255,0.00063368684,0.0003971257,0.017533945,0.1504128,0.21670476,0.00025485238,0.03987768,0.00046567008,0.37576157,0.0061136615,0.0004143132,0.19032402,0.0006907916,0.00041514973
A/RES/74/128,0.0019532773,0.5894207,3.3120432e-05,0.020114278,0.00072655064,2.1824688e-05,0.007315302,3.987816e-05,0.0001373712,0.01945517,3.5480345e-05,0.1099471,0.25076437,3.5552137e-05
A/RES/56/151,0.81195146,0.009964735,0.010878495,0.000101937156,0.0001266696,6.202166e-05,0.0002938525,0.00011332528,0.00012894768,9.366782e-05,0.00010082804,0.0004079272,0.16567512,0.000101032056
A/RES/68/212,0.00014231261,0.013574291,0.07106097,0.004778984,0.012084819,5.7237932e-05,0.045177415,0.000104583814,0.007978776,8.644299e-05,9.305186e-05,0.061627023,0.55388963,0.22934443
A/RES/2158(XXI),0.016506385,9.629408e-05,9.3779345e-05,0.027937528,0.00012619016,6.17958e-05,0.17573291,0.007881577,0.00012847748,9.3326635e-05,0.075142294,0.34571648,0.3503823,0.00010066506
A/RES/38/170,0.028239358,0.0002112556,0.009912392,0.00022281734,0.00027682242,0.00013557158,0.00063580164,0.0002477145,0.034032054,0.00020474562,0.02480339,0.7148692,0.185988,0.00022084276
A/RES/65/14,0.16285245,0.00037323026,0.0003634827,0.00039365946,0.00048906123,0.00023951735,0.0011106781,0.28621426,0.3424645,0.00036172965,0.08996578,0.11413216,0.00064934307,0.00039016866
A/RES/36/106,0.00035431032,0.0002219342,0.14330013,0.00023408348,0.00029081388,0.000142425,0.3412571,0.00026023437,0.0002960885,0.00021509599,0.022562888,0.2385127,0.00038620763,0.251966
A/RES/2821(XXVI),0.00016357003,0.00010251714,9.98402e-05,0.000108128006,0.028876662,6.578958e-05,0.10936968,0.00012021236,0.06847131,9.9358076e-05,0.000106953434,0.62978345,0.16252539,0.00010717
A/RES/56/250A,0.0002522921,0.00015823053,0.00015409877,0.9968875,0.00020731529,0.000101543716,0.00046473902,0.000185536,0.00021107311,0.00015335502,0.00016507799,0.0006190422,0.00027475806,0.00016541147
A/RES/65/294,0.00022333061,0.00014006978,0.0001364122,0.9972489,0.0001835167,8.988916e-05,0.00041050653,0.00016424006,0.0001868446,0.00013575387,0.0001461313,0.0005447678,0.00024321095,0.00014642645
A/RES/61/212,0.013588816,0.000120441655,0.00011729674,0.00012703352,0.006711719,0.016906291,0.00035877505,0.00014124005,0.00016067931,0.015881801,0.00012565462,0.26903906,0.6624721,0.014249038
A/RES/544(VI),0.5693639,0.00021244265,0.00020689452,0.00022406894,0.00027835375,0.00013633333,0.3220152,0.00024910385,0.00028341738,0.00020589556,0.00022163929,0.10601162,0.0003691227,0.00022208315
A/RES/144(II),0.0008828712,0.00055359193,0.0005391338,0.000583888,0.0007253492,0.07437446,0.6551835,0.0006491417,0.15334125,0.0005365327,0.0005775507,0.11051157,0.00096242834,0.0005787146
A/RES/41/115,0.45733815,0.059286878,0.048265595,0.0002253512,0.00027995938,0.00013711382,0.0006450964,0.00025053386,0.13143176,0.00020707482,0.00022290541,0.30111462,0.0003715482,0.00022335716
A/RES/2719(XXV),0.10379995,0.047818072,0.00022011242,0.0002383841,0.00029614626,0.00014504304,0.051089868,0.0002650255,0.00030155168,0.19962446,0.0002357961,0.4825223,0.11320698,0.00023627182
A/RES/56/72[B-I],4.331011e-05,2.714228e-05,2.6433501e-05,0.004462227,3.5564513e-05,0.9490398,8.0926344e-05,3.18268e-05,3.6210386e-05,2.6305952e-05,2.8316876e-05,0.00011351484,0.043877225,0.0021711371
A/RES/40/7,0.013362328,0.00010480795,0.36810192,0.000110544235,0.0013897874,6.7259796e-05,0.04832892,0.29436034,0.029958673,0.000101578546,0.14255473,0.10126726,0.0001822364,0.00010956502
A/RES/58/87,0.0017084727,0.0010710605,0.0010430907,0.27498433,0.0014036278,0.00068734615,0.5139554,0.0012559704,0.0014290789,0.1678302,0.0011174144,0.004717849,0.0018611597,0.026934965
A/RES/64/278,0.00018171893,0.000113936236,0.00011096168,0.98659784,0.00014928453,7.311798e-05,0.0003359394,0.008469569,0.002948205,0.00011042571,0.00011886764,0.00047254507,0.00019846445,0.000119109405
A/RES/33/31[B],0.00017410835,0.00010910752,0.00010625858,0.00011507941,0.03904316,0.30911255,0.084881246,0.00012793964,0.00014557157,0.00010574538,0.5417365,0.00046023013,0.01132923,0.012553286
A/RES/58/223,0.00045263523,0.0002836784,0.00027627024,0.050737567,0.00037173415,0.00018204824,0.00085496757,0.00033264197,0.01243011,0.00027493696,0.0002959554,0.64183563,0.29137525,0.00029655377
A/RES/1663(XVI),0.03163818,0.022965273,0.022767443,0.00013801364,0.07576257,8.397283e-05,0.26348588,0.21339121,0.02104122,0.00012681943,0.32903898,0.00054325693,0.009785335,0.009231834
A/RES/67/271,0.0002123555,0.00013314644,0.00012967034,0.9669374,0.0018642496,8.544608e-05,0.00039430743,0.002995439,0.007099021,0.019103548,0.00013890945,0.0005357257,0.00023156141,0.00013918987
A/RES/62/5,0.3168564,0.034529455,0.23069918,0.0005254255,0.28925586,0.00031969123,0.0015050893,0.021508312,0.000664606,0.0004828117,0.0005197241,0.002088449,0.10052421,0.0005207717
A/RES/31/145,0.00032147256,0.00020151527,0.00019625356,0.00021254658,0.00026405687,0.009804463,0.0395771,0.00023629412,0.13634996,0.00019530623,0.71517545,0.09690484,0.00035008602,0.00021066098
A/RES/61/177,0.08072994,0.04675211,0.0010600969,2.6664056e-05,3.3126023e-05,1.622348e-05,0.47281393,0.0086593535,3.372694e-05,0.06390483,2.6374468e-05,0.000103321625,4.3954868e-05,0.32579634
A/RES/32/92,0.00018041459,0.000113099784,0.00011014556,0.000119290184,0.07019681,0.020108286,0.042832673,0.1157862,0.00015089125,0.00010961398,0.022007018,0.6408103,0.08735702,0.00011823363
A/RES/48/216,0.00032005005,0.00020044853,0.00019521368,0.046418056,0.4348701,0.00012863608,0.0006038067,0.050493043,0.032689564,0.033960357,0.00020912262,0.3993522,0.00034988346,0.0002095459
A/RES/1394(XIV),0.04237153,0.00020263882,0.00019734711,0.00021373085,0.00026553334,0.00013004152,0.22183524,0.006861631,0.0002703491,0.17697862,0.00021140816,0.52236795,0.027882127,0.00021183467
A/RES/65/265,0.49955294,0.0009860547,0.00096030906,0.0010400321,0.2179839,0.00063279556,0.11978839,0.13031521,0.0013154476,0.0009556731,0.01970632,0.004019517,0.0017126044,0.0010308076
A/RES/71/47,0.012023563,0.00017804217,0.6447759,0.00018778566,0.00460328,0.000114256785,0.0485808,0.0958661,0.00023754408,0.07877656,0.00018574727,0.00072859944,0.1135557,0.00018612377
